soil_type,land_area,location,budget,water_availability,crop
sandy,9.3,Delhi,23783,medium,millet
black,4.7,Bengaluru,30975,medium,maize
red,9.2,Bengaluru,50318,low,soybean
sandy,4.6,Delhi,62336,low,chilli
sandy,19.8,Jaipur,84977,medium,millet
loamy,4.0,Lucknow,34468,medium,potato
loamy,14.2,Jaipur,124542,medium,wheat
loamy,5.0,Lucknow,38697,medium,wheat
sandy,13.7,Vijayawada,93880,medium,onion
loamy,16.0,Nashik,124604,high,tomato
loamy,13.6,Pune,102639,medium,soybean
loamy,19.6,Vijayawada,323631,medium,chilli
sandy,4.8,Jaipur,57442,medium,onion
loamy,10.3,Lucknow,133271,medium,potato
black,6.2,Hyderabad,42363,high,maize
clay,7.5,Bengaluru,72543,high,rice
loamy,11.9,Vijayawada,118771,high,tomato
red,13.4,Jaipur,189033,medium,tomato
black,11.0,Nashik,104634,medium,soybean
loamy,19.0,Hyderabad,84443,medium,maize
loamy,9.4,Lucknow,97899,medium,wheat
clay,1.5,Bengaluru,14099,low,chilli
black,2.5,Pune,23761,medium,soybean
loamy,3.6,Lucknow,39882,medium,potato
red,13.8,Nashik,185110,medium,cotton
black,7.2,Hyderabad,115832,medium,cotton
black,8.5,Hyderabad,93377,medium,potato
black,17.7,Nashik,111014,medium,soybean
red,19.3,Hyderabad,284960,medium,cotton
red,6.6,Nashik,92708,medium,cotton
loamy,10.5,Bengaluru,125164,medium,rice
loamy,4.4,Bengaluru,26927,high,maize
loamy,13.3,Warangal,88296,medium,soybean
loamy,7.9,Warangal,68162,medium,maize
loamy,4.2,Vijayawada,41952,medium,onion
sandy,2.0,Jaipur,6344,low,millet
red,3.5,Nashik,14644,medium,groundnut
red,16.3,Hyderabad,262172,medium,cotton
loamy,2.5,Jaipur,19934,low,soybean
loamy,13.4,Pune,83230,medium,soybean
loamy,8.9,Vijayawada,63629,medium,rice
black,18.7,Bengaluru,166631,medium,maize
loamy,17.0,Pune,100075,medium,wheat
loamy,11.0,Lucknow,102465,medium,wheat
black,18.7,Hyderabad,327070,medium,cotton
red,18.6,Nashik,131840,medium,groundnut
loamy,14.5,Pune,156469,medium,soybean
black,8.9,Warangal,163610,medium,cotton
sandy,5.8,Pune,19246,low,millet
loamy,14.8,Delhi,138652,medium,wheat
loamy,13.8,Nashik,144408,low,soybean
loamy,18.0,Lucknow,244015,medium,potato
loamy,13.9,Pune,137935,medium,potato
loamy,17.0,Pune,96998,medium,onion
red,17.4,Delhi,56167,low,millet
red,17.7,Warangal,101105,low,groundnut
red,8.1,Pune,32247,low,millet
loamy,18.2,Bengaluru,115147,medium,rice
black,2.9,Hyderabad,14323,high,maize
loamy,14.6,Vijayawada,79993,medium,onion
sandy,17.9,Vijayawada,109927,medium,onion
loamy,4.7,Lucknow,36426,medium,wheat
red,3.2,Warangal,12730,low,groundnut
black,6.1,Hyderabad,44504,medium,soybean
sandy,9.4,Warangal,80479,low,groundnut
loamy,8.4,Bengaluru,36560,medium,maize
black,4.8,Nashik,33828,high,soybean
sandy,2.8,Vijayawada,28802,medium,chilli
red,18.0,Jaipur,80398,medium,groundnut
black,1.6,Nashik,8205,low,groundnut
loamy,12.5,Lucknow,121245,medium,potato
black,16.1,Hyderabad,123078,medium,maize
sandy,19.5,Vijayawada,159783,medium,onion
loamy,11.3,Bengaluru,163108,high,tomato
black,7.2,Warangal,113483,medium,cotton
loamy,14.0,Delhi,82770,medium,wheat
loamy,2.7,Nashik,24912,medium,soybean
sandy,8.4,Vijayawada,58536,low,maize
black,13.9,Nashik,121447,medium,soybean
loamy,10.7,Vijayawada,76038,medium,tomato
sandy,11.6,Lucknow,50436,medium,maize
red,8.5,Jaipur,41048,low,millet
red,4.3,Delhi,23961,medium,millet
black,17.6,Bengaluru,88193,high,maize
loamy,19.5,Pune,186989,medium,maize
black,10.7,Bengaluru,86503,high,maize
black,1.1,Bengaluru,8178,medium,onion
loamy,11.4,Lucknow,108630,high,potato
sandy,10.1,Pune,44595,medium,millet
loamy,5.7,Delhi,59503,medium,wheat
loamy,15.8,Bengaluru,161125,medium,chilli
loamy,6.5,Delhi,68616,medium,potato
clay,4.2,Hyderabad,59842,medium,rice
clay,10.6,Vijayawada,130950,high,rice
red,12.5,Warangal,38662,medium,groundnut
loamy,5.5,Pune,36916,medium,soybean
loamy,16.6,Warangal,82179,high,maize
loamy,4.2,Lucknow,49431,medium,potato
loamy,3.2,Hyderabad,21544,medium,soybean
black,5.4,Bengaluru,56049,high,maize
red,6.5,Warangal,84696,medium,chilli
loamy,19.2,Lucknow,248901,medium,potato
loamy,13.4,Bengaluru,136331,high,tomato
loamy,19.9,Vijayawada,227305,medium,tomato
sandy,3.0,Jaipur,14085,low,millet
loamy,2.7,Lucknow,17404,medium,potato
black,12.5,Hyderabad,72327,medium,soybean
loamy,9.9,Vijayawada,93208,medium,tomato
loamy,2.4,Lucknow,20094,medium,wheat
clay,2.3,Vijayawada,21778,high,rice
black,9.2,Warangal,90947,medium,cotton
loamy,11.9,Pune,62217,medium,soybean
sandy,18.7,Jaipur,136109,medium,groundnut
loamy,14.4,Vijayawada,223657,medium,chilli
loamy,19.1,Pune,171139,medium,potato
loamy,13.0,Pune,129599,medium,potato
red,4.4,Vijayawada,51921,medium,chilli
loamy,7.8,Delhi,57715,medium,rice
black,1.5,Bengaluru,10251,high,wheat
loamy,11.1,Hyderabad,102304,medium,soybean
sandy,14.7,Nashik,98998,low,potato
loamy,2.4,Vijayawada,35024,medium,tomato
loamy,3.5,Warangal,19566,high,maize
black,12.2,Bengaluru,97668,medium,maize
loamy,16.9,Jaipur,178910,medium,wheat
loamy,12.3,Vijayawada,132776,medium,chilli
red,11.5,Delhi,35663,low,millet
loamy,1.3,Lucknow,14209,medium,potato
loamy,16.3,Lucknow,158416,medium,potato
loamy,8.8,Pune,84050,medium,potato
loamy,7.6,Bengaluru,60684,medium,maize
loamy,17.4,Bengaluru,126219,high,rice
sandy,16.1,Pune,91695,medium,onion
black,1.8,Vijayawada,18169,medium,chilli
loamy,17.9,Vijayawada,221630,medium,chilli
loamy,3.2,Lucknow,20418,medium,potato
red,7.2,Pune,128103,medium,cotton
loamy,5.2,Pune,39628,medium,wheat
loamy,4.4,Lucknow,43186,medium,potato
sandy,1.6,Delhi,5320,medium,millet
black,15.4,Nashik,123280,medium,soybean
red,2.6,Vijayawada,39214,low,cotton
loamy,9.1,Pune,78796,medium,onion
red,19.6,Pune,318645,medium,cotton
red,16.4,Delhi,212566,low,rice
loamy,7.8,Delhi,71753,medium,wheat
black,14.4,Hyderabad,241473,medium,cotton
black,14.4,Nashik,144838,medium,soybean
black,8.3,Warangal,80000,high,maize
red,4.9,Delhi,27218,medium,millet
red,2.0,Bengaluru,33685,medium,chilli
loamy,14.4,Bengaluru,133879,high,tomato
loamy,13.3,Pune,108099,medium,onion
loamy,6.1,Bengaluru,43310,high,soybean
loamy,10.5,Vijayawada,131510,medium,chilli
loamy,17.8,Lucknow,104308,medium,wheat
loamy,3.1,Delhi,19943,medium,wheat
loamy,18.7,Hyderabad,154798,medium,maize
loamy,17.6,Delhi,149212,medium,potato
red,13.5,Nashik,180846,high,cotton
red,16.0,Delhi,91478,medium,millet
loamy,1.9,Hyderabad,11187,high,maize
sandy,19.5,Pune,107409,low,millet
loamy,3.4,Warangal,35034,medium,chilli
sandy,8.1,Nashik,32775,low,groundnut
red,10.5,Warangal,55929,medium,onion
clay,10.6,Hyderabad,93701,low,maize
red,11.7,Bengaluru,195869,medium,chilli
loamy,3.2,Lucknow,25047,medium,potato
loamy,12.6,Vijayawada,90871,medium,rice
black,17.1,Pune,141851,medium,cotton
loamy,12.5,Warangal,180357,medium,chilli
clay,8.3,Vijayawada,131194,medium,rice
clay,14.8,Vijayawada,197630,medium,rice
loamy,14.8,Delhi,132081,medium,potato
loamy,17.5,Nashik,192052,medium,tomato
red,6.2,Jaipur,29037,low,millet
loamy,11.5,Pune,108725,medium,maize
clay,9.8,Pune,122266,high,rice
loamy,3.4,Vijayawada,52674,medium,rice
black,3.3,Jaipur,54288,low,chilli
sandy,17.5,Nashik,107604,medium,groundnut
loamy,5.9,Bengaluru,91686,medium,chilli
loamy,2.0,Hyderabad,11775,medium,soybean
red,18.8,Delhi,73534,low,millet
loamy,17.6,Vijayawada,126554,medium,onion
red,16.6,Warangal,249076,medium,chilli
clay,18.3,Vijayawada,208620,medium,rice
loamy,2.5,Delhi,26175,medium,wheat
black,16.5,Pune,140725,medium,maize
loamy,16.5,Hyderabad,115443,medium,soybean
black,19.6,Nashik,188998,medium,cotton
loamy,1.8,Nashik,24024,medium,tomato
loamy,6.7,Delhi,55718,medium,wheat
loamy,7.7,Bengaluru,66386,high,rice
loamy,10.6,Lucknow,70905,medium,wheat
loamy,15.3,Jaipur,133021,medium,wheat
sandy,14.3,Lucknow,218455,low,rice
loamy,10.8,Hyderabad,70068,medium,maize
loamy,10.4,Bengaluru,87836,medium,tomato
sandy,6.4,Delhi,33506,low,millet
loamy,17.3,Hyderabad,132673,medium,soybean
black,13.8,Nashik,142830,high,cotton
red,14.2,Warangal,140281,medium,chilli
loamy,12.3,Lucknow,93595,medium,wheat
loamy,15.4,Bengaluru,225258,high,tomato
clay,3.8,Delhi,54533,medium,chilli
loamy,3.6,Delhi,32491,medium,potato
loamy,13.9,Delhi,102128,medium,wheat
loamy,6.6,Bengaluru,60688,medium,maize
loamy,19.8,Pune,87884,medium,potato
loamy,4.4,Pune,48509,medium,wheat
clay,6.9,Vijayawada,99648,high,chilli
loamy,11.9,Vijayawada,169674,high,tomato
loamy,19.4,Delhi,183372,medium,potato
loamy,3.4,Pune,17626,medium,soybean
sandy,19.8,Delhi,52228,medium,millet
loamy,18.3,Nashik,202957,medium,tomato
sandy,1.7,Vijayawada,8938,medium,wheat
red,9.9,Delhi,113796,high,chilli
black,16.4,Delhi,167706,high,rice
loamy,4.2,Pune,49623,medium,wheat
red,17.0,Warangal,96186,low,groundnut
sandy,14.6,Pune,129531,medium,onion
loamy,9.1,Pune,89422,medium,soybean
red,8.9,Delhi,49293,medium,millet
red,17.4,Jaipur,123794,low,groundnut
loamy,18.8,Hyderabad,175471,medium,soybean
loamy,15.2,Vijayawada,151033,medium,chilli
black,8.8,Warangal,62958,medium,groundnut
red,4.6,Warangal,20988,low,groundnut
red,13.3,Hyderabad,214172,medium,cotton
clay,6.3,Hyderabad,59136,high,rice
loamy,7.0,Nashik,29924,medium,onion
black,5.5,Warangal,24871,medium,groundnut
black,12.4,Nashik,133882,medium,soybean
red,4.3,Delhi,14742,low,millet
red,19.0,Warangal,123424,low,groundnut
red,14.6,Delhi,43064,low,millet
sandy,11.5,Nashik,85113,low,groundnut
red,1.1,Nashik,5604,low,groundnut
clay,17.3,Warangal,174491,medium,tomato
clay,17.5,Delhi,160524,high,maize
loamy,16.7,Pune,170236,medium,potato
red,9.6,Nashik,76035,medium,groundnut
loamy,4.8,Bengaluru,37361,medium,rice
sandy,19.4,Jaipur,89934,low,groundnut
red,6.0,Vijayawada,78868,medium,chilli
red,4.5,Warangal,40977,medium,chilli
red,18.2,Hyderabad,123756,low,tomato
loamy,3.8,Delhi,44162,medium,potato
sandy,18.5,Pune,100751,low,millet
black,17.4,Bengaluru,150729,low,potato
red,5.1,Jaipur,39571,medium,groundnut
sandy,1.5,Jaipur,8515,medium,groundnut
red,9.7,Warangal,66154,low,groundnut
clay,14.5,Bengaluru,127330,medium,rice
black,18.3,Pune,151297,medium,soybean
red,12.8,Hyderabad,64448,high,soybean
clay,5.9,Lucknow,19289,low,groundnut
sandy,11.1,Nashik,68542,medium,onion
black,15.2,Pune,108117,medium,maize
loamy,4.1,Vijayawada,45520,high,tomato
loamy,5.4,Lucknow,45771,medium,potato
loamy,1.8,Vijayawada,15775,medium,rice
red,14.7,Jaipur,76892,medium,millet
loamy,16.6,Hyderabad,108195,medium,maize
red,4.4,Hyderabad,37167,low,soybean
loamy,19.6,Lucknow,104667,medium,wheat
loamy,16.8,Jaipur,90357,medium,wheat
red,19.1,Vijayawada,163774,medium,chilli
red,7.1,Bengaluru,15429,low,millet
clay,19.3,Vijayawada,180346,high,rice
loamy,15.3,Bengaluru,187795,medium,tomato
red,3.5,Vijayawada,49067,medium,chilli
red,6.1,Vijayawada,91259,medium,chilli
loamy,9.1,Hyderabad,56612,medium,soybean
clay,18.7,Bengaluru,280399,high,rice
loamy,16.2,Pune,173864,medium,onion
sandy,11.8,Jaipur,75850,medium,groundnut
loamy,9.8,Vijayawada,103580,medium,onion
clay,3.2,Warangal,32119,medium,soybean
loamy,14.4,Warangal,130919,medium,chilli
red,18.4,Pune,68760,medium,millet
loamy,1.1,Warangal,7527,high,maize
loamy,16.4,Pune,186622,medium,wheat
loamy,4.6,Pune,26770,medium,soybean
loamy,13.3,Hyderabad,163669,high,rice
red,3.8,Warangal,41587,low,tomato
loamy,1.4,Vijayawada,19496,medium,tomato
loamy,1.1,Pune,12247,medium,potato
black,11.5,Jaipur,179222,medium,chilli
red,18.8,Nashik,129219,medium,groundnut
loamy,6.1,Delhi,61852,medium,potato
red,9.5,Vijayawada,156124,medium,chilli
loamy,10.6,Bengaluru,121972,medium,tomato
clay,19.2,Jaipur,123217,high,soybean
red,14.1,Warangal,227723,medium,chilli
loamy,2.9,Jaipur,20441,medium,wheat
black,20.0,Bengaluru,194900,medium,tomato
clay,1.6,Vijayawada,7111,high,millet
loamy,19.9,Delhi,157950,medium,wheat
red,3.0,Pune,16132,low,millet
black,12.6,Warangal,93086,medium,rice
sandy,17.5,Warangal,125814,high,wheat
red,2.9,Pune,15271,medium,millet
loamy,5.7,Warangal,67250,medium,chilli
loamy,8.9,Delhi,96844,medium,potato
loamy,18.4,Warangal,193527,medium,chilli
red,15.6,Nashik,99684,high,potato
sandy,9.2,Nashik,85939,medium,onion
loamy,8.6,Vijayawada,125221,medium,tomato
red,12.6,Vijayawada,120483,medium,chilli
black,16.4,Bengaluru,140561,medium,maize
loamy,8.4,Warangal,71268,medium,chilli
black,10.9,Warangal,80149,medium,maize
loamy,19.8,Warangal,237279,medium,chilli
loamy,13.4,Lucknow,88745,medium,wheat
loamy,11.7,Lucknow,115897,medium,wheat
loamy,16.5,Vijayawada,193535,medium,chilli
loamy,4.7,Pune,33597,medium,soybean
sandy,9.1,Delhi,23086,medium,millet
black,12.2,Hyderabad,102914,medium,maize
sandy,14.9,Vijayawada,175194,medium,onion
loamy,3.5,Vijayawada,46738,high,tomato
sandy,15.2,Bengaluru,166734,high,onion
loamy,6.5,Nashik,42797,medium,onion
sandy,1.5,Pune,13462,medium,onion
black,4.5,Hyderabad,44218,medium,maize
loamy,6.9,Lucknow,79165,medium,potato
black,9.8,Vijayawada,76592,medium,potato
loamy,18.1,Lucknow,205778,medium,potato
red,11.9,Pune,8834,medium,millet
sandy,15.4,Jaipur,108640,low,groundnut
loamy,19.3,Pune,163887,medium,soybean
sandy,8.6,Jaipur,55870,medium,groundnut
loamy,17.3,Vijayawada,144728,medium,rice
sandy,3.7,Jaipur,20537,low,millet
sandy,12.7,Warangal,94579,medium,groundnut
sandy,8.8,Delhi,23293,medium,millet
sandy,12.1,Jaipur,43199,low,millet
loamy,11.5,Delhi,78137,medium,potato
loamy,12.1,Delhi,103186,medium,wheat
loamy,13.1,Pune,142074,medium,wheat
black,9.1,Pune,102040,medium,cotton
loamy,4.2,Vijayawada,36923,medium,onion
black,7.7,Pune,114828,medium,rice
red,6.7,Warangal,100502,medium,chilli
loamy,19.2,Bengaluru,187461,high,tomato
clay,13.6,Pune,67548,high,millet
red,1.0,Jaipur,5000,medium,millet
loamy,11.2,Delhi,138980,medium,potato
loamy,16.4,Bengaluru,157728,medium,chilli
black,4.7,Pune,37751,medium,soybean
loamy,2.7,Bengaluru,41297,medium,rice
black,10.4,Nashik,76739,medium,soybean
black,10.5,Pune,112360,medium,soybean
loamy,5.9,Pune,52443,medium,maize
red,19.8,Pune,87290,high,soybean
red,18.9,Warangal,257005,medium,chilli
clay,10.8,Delhi,103591,medium,rice
loamy,9.5,Lucknow,105754,medium,potato
clay,19.6,Bengaluru,113895,high,rice
loamy,12.9,Vijayawada,145966,low,tomato
loamy,10.0,Lucknow,82820,medium,wheat
clay,12.8,Bengaluru,31715,high,millet
loamy,17.9,Delhi,97322,medium,wheat
loamy,9.2,Delhi,82352,medium,wheat
loamy,15.3,Pune,157051,medium,wheat
red,9.1,Jaipur,118591,low,cotton
loamy,4.7,Nashik,39431,medium,soybean
loamy,9.0,Jaipur,105031,medium,wheat
black,12.1,Pune,65296,medium,soybean
clay,6.9,Lucknow,47669,medium,onion
sandy,16.9,Jaipur,60089,low,millet
loamy,7.5,Bengaluru,64783,high,rice
red,9.0,Bengaluru,138450,medium,chilli
loamy,14.2,Pune,57143,high,maize
loamy,4.9,Pune,52962,medium,potato
sandy,11.5,Hyderabad,51556,medium,maize
loamy,6.4,Warangal,26844,high,maize
loamy,1.4,Lucknow,15713,medium,cotton
sandy,17.8,Vijayawada,97600,high,groundnut
clay,18.9,Bengaluru,67008,medium,millet
sandy,4.6,Vijayawada,46127,low,soybean
loamy,4.6,Vijayawada,55449,high,tomato
loamy,6.3,Nashik,35897,medium,onion
red,9.9,Bengaluru,86787,medium,maize
loamy,10.9,Bengaluru,159942,medium,chilli
black,8.6,Bengaluru,61101,high,maize
black,5.2,Pune,44496,medium,soybean
red,3.6,Nashik,37209,low,tomato
loamy,7.4,Delhi,82125,medium,wheat
loamy,1.5,Delhi,15232,medium,potato
loamy,11.4,Lucknow,127917,medium,potato
loamy,11.4,Delhi,67659,medium,wheat
red,12.5,Delhi,47482,medium,millet
red,16.6,Hyderabad,150173,medium,maize
red,19.8,Hyderabad,261094,high,tomato
loamy,12.2,Bengaluru,86732,low,maize
sandy,15.6,Nashik,154649,medium,onion
loamy,3.4,Bengaluru,29992,medium,tomato
clay,15.3,Hyderabad,175855,medium,rice
loamy,11.8,Nashik,84707,medium,onion
red,11.2,Delhi,53262,medium,soybean
red,13.8,Nashik,127263,medium,cotton
black,19.3,Pune,102367,medium,maize
red,1.2,Warangal,5000,low,groundnut
black,8.9,Vijayawada,24257,medium,millet
loamy,14.5,Jaipur,131370,medium,wheat
loamy,1.1,Pune,13217,medium,potato
black,10.3,Hyderabad,102645,medium,maize
loamy,17.0,Pune,203673,medium,potato
sandy,9.7,Jaipur,48581,medium,groundnut
loamy,17.5,Bengaluru,150013,medium,chilli
red,18.1,Warangal,137100,medium,groundnut
loamy,15.8,Lucknow,116588,medium,potato
loamy,2.4,Vijayawada,18204,medium,tomato
red,1.7,Bengaluru,23517,medium,chilli
sandy,9.8,Nashik,77482,medium,groundnut
loamy,4.2,Jaipur,42957,medium,wheat
loamy,4.2,Hyderabad,54632,medium,rice
red,14.6,Vijayawada,185323,medium,chilli
red,14.6,Bengaluru,216859,medium,chilli
loamy,8.2,Delhi,41500,medium,wheat
clay,1.5,Bengaluru,13796,low,cotton
loamy,16.8,Hyderabad,122068,high,rice
loamy,11.7,Warangal,109338,high,maize
red,7.8,Warangal,86160,medium,cotton
black,2.3,Bengaluru,12406,medium,maize
red,15.6,Jaipur,69142,low,groundnut
sandy,2.8,Lucknow,23092,high,potato
black,15.5,Vijayawada,64728,high,millet
black,12.1,Nashik,25598,low,millet
loamy,18.0,Nashik,131004,medium,tomato
red,8.1,Nashik,28513,low,groundnut
red,14.8,Nashik,48076,low,groundnut
loamy,15.4,Delhi,156494,medium,potato
sandy,7.5,Nashik,61294,medium,onion
black,9.4,Hyderabad,139449,medium,cotton
clay,3.7,Hyderabad,24726,high,rice
black,14.8,Pune,216831,medium,cotton
sandy,6.8,Warangal,28262,low,groundnut
black,8.6,Nashik,50573,medium,soybean
black,1.4,Pune,14741,high,maize
loamy,14.8,Vijayawada,207806,high,tomato
red,10.1,Warangal,55129,medium,groundnut
red,17.4,Jaipur,56421,low,millet
red,6.8,Pune,30228,medium,millet
black,15.5,Nashik,134952,medium,soybean
red,2.1,Nashik,15775,medium,groundnut
loamy,13.0,Jaipur,101667,low,tomato
loamy,5.8,Bengaluru,75025,medium,chilli
black,14.5,Pune,145762,medium,soybean
loamy,14.1,Bengaluru,124511,medium,tomato
black,18.6,Pune,193347,high,onion
loamy,14.3,Lucknow,119465,medium,wheat
black,8.9,Warangal,61547,low,rice
loamy,3.6,Nashik,42878,medium,tomato
loamy,2.1,Pune,18451,medium,potato
loamy,12.9,Delhi,88857,medium,maize
red,7.5,Vijayawada,72256,medium,chilli
loamy,19.1,Pune,103140,medium,soybean
loamy,8.1,Warangal,120254,medium,chilli
clay,7.4,Jaipur,69688,medium,onion
clay,12.6,Nashik,210636,low,chilli
sandy,17.9,Jaipur,82934,low,millet
loamy,14.0,Pune,89801,high,maize
loamy,7.8,Pune,79737,medium,potato
clay,8.6,Jaipur,77926,high,rice
loamy,15.0,Nashik,119589,medium,soybean
sandy,6.7,Jaipur,41963,low,groundnut
black,11.3,Jaipur,107533,low,chilli
black,18.7,Hyderabad,325035,medium,cotton
clay,13.6,Pune,53420,low,millet
sandy,15.6,Vijayawada,173730,medium,onion
loamy,8.3,Hyderabad,81912,medium,soybean
red,2.7,Warangal,30768,medium,chilli
loamy,12.0,Lucknow,85939,medium,wheat
loamy,16.2,Vijayawada,165071,medium,rice
loamy,9.8,Bengaluru,39789,medium,maize
clay,12.4,Jaipur,104856,low,maize
loamy,6.2,Hyderabad,37827,high,maize
black,19.6,Nashik,156800,medium,soybean
sandy,17.3,Pune,26254,low,millet
loamy,13.9,Vijayawada,168768,medium,tomato
red,18.5,Pune,71313,low,millet
loamy,9.7,Vijayawada,55309,medium,onion
black,5.1,Hyderabad,50388,high,maize
black,17.3,Warangal,292210,medium,cotton
black,19.5,Vijayawada,150894,high,tomato
sandy,3.8,Nashik,29977,high,maize
loamy,12.3,Bengaluru,164874,medium,tomato
black,6.2,Bengaluru,63066,medium,maize
loamy,13.2,Warangal,119895,medium,chilli
sandy,4.4,Vijayawada,27452,medium,onion
black,14.6,Vijayawada,106626,medium,potato
loamy,10.9,Vijayawada,130231,medium,onion
black,17.4,Hyderabad,189353,medium,soybean
black,4.9,Warangal,20856,high,maize
black,7.9,Warangal,38055,medium,maize
loamy,18.2,Pune,127567,medium,onion
red,10.9,Nashik,67732,low,groundnut
sandy,4.6,Pune,10547,low,millet
loamy,6.3,Lucknow,27819,low,groundnut
loamy,9.7,Nashik,95836,medium,soybean
sandy,19.9,Jaipur,141803,low,groundnut
red,16.0,Vijayawada,160188,medium,chilli
loamy,14.0,Bengaluru,120867,medium,tomato
loamy,16.2,Bengaluru,171418,high,tomato
red,3.3,Warangal,12170,low,groundnut
sandy,11.9,Nashik,142002,medium,onion
sandy,4.4,Jaipur,24802,low,groundnut
red,5.9,Delhi,84076,high,chilli
loamy,6.1,Warangal,79086,medium,chilli
loamy,19.7,Delhi,275803,high,chilli
loamy,17.3,Pune,155672,medium,potato
red,5.6,Nashik,19716,low,groundnut
loamy,19.3,Lucknow,183925,medium,wheat
loamy,13.9,Bengaluru,191127,high,tomato
sandy,14.6,Vijayawada,80886,medium,onion
loamy,18.2,Vijayawada,224063,medium,onion
loamy,4.2,Warangal,28434,high,maize
loamy,6.0,Lucknow,53527,medium,wheat
clay,18.0,Vijayawada,259693,high,rice
black,7.2,Nashik,43755,low,potato
red,9.2,Delhi,39775,low,millet
black,15.6,Warangal,224462,medium,cotton
red,4.5,Warangal,24248,medium,groundnut
red,9.2,Jaipur,36032,medium,groundnut
loamy,8.5,Bengaluru,32869,low,millet
loamy,3.3,Bengaluru,16113,high,millet
loamy,15.1,Delhi,189924,medium,potato
loamy,1.3,Nashik,11750,medium,tomato
red,6.5,Bengaluru,52683,medium,chilli
loamy,4.6,Pune,36793,medium,potato
red,14.4,Nashik,83698,low,groundnut
loamy,8.6,Jaipur,68855,medium,wheat
loamy,17.4,Hyderabad,122495,medium,groundnut
loamy,2.2,Nashik,25093,medium,tomato
loamy,7.7,Bengaluru,90593,medium,tomato
loamy,15.2,Nashik,106506,medium,tomato
red,10.3,Hyderabad,107352,medium,cotton
sandy,3.5,Pune,19656,low,millet
red,8.3,Jaipur,31609,medium,millet
loamy,18.6,Jaipur,140031,medium,wheat
red,11.1,Pune,116985,medium,wheat
loamy,19.5,Hyderabad,224546,high,maize
sandy,18.7,Jaipur,96570,medium,millet
loamy,19.2,Vijayawada,128444,medium,onion
loamy,10.8,Vijayawada,161723,medium,rice
loamy,1.1,Pune,9414,medium,wheat
black,5.9,Hyderabad,56865,medium,soybean
red,5.5,Pune,60142,medium,cotton
clay,5.7,Vijayawada,38048,high,rice
black,14.4,Nashik,176457,medium,cotton
loamy,2.1,Vijayawada,18616,medium,onion
loamy,1.3,Pune,10811,high,rice
red,12.9,Delhi,213750,low,chilli
loamy,13.0,Nashik,87898,medium,soybean
loamy,10.4,Bengaluru,78605,high,tomato
loamy,13.3,Pune,154431,medium,potato
loamy,3.7,Bengaluru,51677,medium,rice
loamy,15.3,Vijayawada,212737,medium,tomato
